CODART;BARRAS;NOMBRE;EXIS;PRECIO
010001;4902505019500;PORTAMINA PILOT H2020 05 METAL;0;4702,088
010002;4902505289538;PORTAMINA PILOT H2020 05;0;4702,088
010003;;PORTAMINA BIC SUNNIES/DISNEY;24;422,690
010004;;BOLIG.SABONIS 512-20 PELTR.SAPPHIRE;0;3003,099
010005;;BOLIG.SABONIS 711-1 B.SUNNY;0;2079,025
010006;;BOLIG.BIC FASHION/SHIMERS;2283;453,024
010007;4004675041838;BOLIG.SCHNEIDER ROLLER ZIPPI A CART;2;44,130
010008;4902505289569;PORTAMINA PILOT H2020 05;0;4702,088
010009;40127910;BOLIG.PELIKAN G.PRIX 2 PUNTAS NARAN;0;5148,685
010010;;PLUMIN PLASTICO;99;733,590
010011;40127903;BOLIG.PELIKAN G.PRIX 2 PUNTAS VIOLE;0;5148,685
010012;;FIBRA BIC CONTE FINA # COLORES;0;519,481
010013;4902505375774;BOLIG.PILOT ACROBALL 15 CELESTE;-5;2432,115
010014;;BOLIG.BIC 1MM.OPACA AZUL;5991;456,000
010015;3474370505040;MINAS PENTEL 05 2B;7;539,610
010016;;BOLIG.BIC 1MM.OPACA ROJO;4118;456,000
010017;072512007396;MINAS PENTEL 05 2H;101;539,610
010018;;BOLIG.BIC 1MM.OPACA NEGRO;4807;456,000
010019;3474370505088;MINAS PENTEL 05 H;21;539,610
010020;;BOLIG.BIC 08MM.CRISTAL AZUL;4479;516,000
010021;;BOLIG.BIC 08MM.CRISTAL ROJO;3505;516,000
010022;;BOLIG.BIC 08MM.CRISTAL NEGRO;5486;516,000
010023;;BOLIG.CORDOBA J.C.726;-5;1133,280
010024;;BOLIG.CORDOBA J.C.0005;-5;395,460
010025;;BOLIG.CORDOBA J.C.939;-3;528,120
010026;40127897;BOLIG.PELIKAN G.PRIX 2 PUNTAS CELES;0;5148,685
010027;3474370505828;MINAS PENTEL 05 HB;33;539,610
010028;;BOLIG.BIC RONDO NEGRO;85;258,757
010029;;BOLIG.BIC RONDO AZUL;29;258,757
010030;;BOLIG.BIC RONDO ROJO;56;258,757
010031;;BOLIG.BIC RONDO VERDE;0;258,757
010032;;BOLIG.BIC ROLLER GRIP NEGRO;14;1599,381
010033;;BOLIG.BIC ROLLER GRIP AZUL;120;1599,381
010034;7795245104516;LAPIZ COLOR X12 C.P.MATE;187;582,435
010035;7795245104523;LAPIZ COLOR X6 C.P.MATE;0;289,557
010036;;BOLIG.P.MATE STICK 2020 AZUL/ROJO/N;0;129,886
010037;;BOLIG.FABER VISION FINER 0,5;0;2670,134
010038;;FIBRA FABER GRIP FINEPEN 04;0;1228,669
010039;7754111602518;MARCADOR P/PIZ.AZUL FABER 152;0;2257,017
010040;7807265995163;FIBRA COLOR X10 ART ATTACK C/SELLO;-3;657,930
010041;;FIBRA COLOR X6 PELIKAN MARK.TWIST;-1;141,591
010042;7794360485654;FIBRA COLOR X20 FABER LARGAS;2;6825,945
010043;7754111846202;FIBRA COLOR X20 FABER GRIP;6;9358,393
010044;7754111652230;MARCADOR FABER 52 PERMANENTE NEGRO;7;873,281
010045;7793198412092;ESTILOG.005 PIZZINI;184;1713,600
010046;7754111024990;FIBRA COLOR X10 FABER FIESTA 45;0;2972,044
010047;7754111846103;FIBRA COLOR X10 FABER GRIP;0;5008,003
010048;4004675041869;BOLIG.SCHNEIDER ROLLER ZIPPI A CART;-3;44,130
010049;77915115;RESALTADOR PELIKAN FLASH AMARILLO;58;654,638
010050;3474370507020;MINAS PENTEL 07 B;160;539,610
010051;;BOLIG.SIMBALL COLE A CARTUCHO;-79;862,500
010052;;BOLIG.SABONIS 512-2 R.B.CITY;0;2252,253
010053;7891360658832;LAPIZ COLOR X10 L.FABER PASTEL;129;4509,718
010054;7891360668107;LAPIZ COLOR X10 L.FABER ACUAR.PASTE;78;6484,113
010055;7794360935173;LAPIZ COLOR X4 L.FABER +1 FLUO;0;3071,681
010056;;LAPIZ BICOLOR AZUL-ROJO FABER;0;319,911
010057;7891360533016;LAPIZ COLOR X12/24 FABER BICOLOR;0;6014,827
010058;7891360492412;LAPIZ NEGRO FABER CARPINTERO;261;933,926
010059;7891360300793;LAPIZ COLOR X6 C.GREENCASTLE;6;758,962
010060;7806710019881;LAPIZ COLOR X12 L.VINCI CROMOMEGA;0;632,580
010061;7891360545811;LAPIZ COLOR X24 L.FABER TRIANG.;0;8311,804
010062;;BOLIG.SABONIS 238GL ROLLER;0;242,618
010063;9556091125135;BOLIG.STABILO 208 ROLLER GEL;0;716,418
010064;;PORTAMINA P.MATE 2020 0.5/7;12;300,847
010065;4004764780112;TINTA P/MARC.P/PIZ.EDDING 25 NEGRO;0;6151,061
010066;7891360493396;LAPIZ NEGRO FABER GRIP 2001;0;879,754
010067;7891360548843;LAPIZ COLOR X12 FABER JUMBO TRIANG.;0;10034,143
010068;7795245921144;LAPICERA PARKER VECTOR ADDICT NA/TU;0;6923,302
010069;;MINAS PENTEL 07 H;46;539,610
010070;3474370509048;MINAS PENTEL 09 2B;2;674,513
010071;;BOLIG.PENTEL HYBRID GEL NEGRO;-1;350,929
010072;;BOLIG.PENTEL HYBRID GEL AZUL;0;350,929
010073;074040878967;BOLIG.SHEAFFER 137 AWARD;0;4222,983
010074;;BOLIG.PELOTA DE FUTBOL;-7;9,360
010075;7798000080919;BOLIG.SIMBALL GEL X5 C/BRILLO;-88;2611,807
010076;7798159811402;TIZA BLANCA X12 PLAYCOLOR;248;492,800
010078;7798159811419;TIZA COLOR X12 PLAYCOLOR;13;841,129
010080;7891360472629;MINAS FABER CASTELL 05 HB;0;756,664
010081;7891360424413;LAPIZ NEGRO FABER MULTIPLICANDO;102;504,347
010082;7754111685405;FIBRA COLOR X10 FABERCITO;0;2655,760
010083;7795245912029;BOLIG.PARKER JOTTER 91202 SS CT BP;0;9826,648
010084;7795245901221;BOLIG.PARKER VECTOR 90122 RB NEGRO;0;7778,612
010085;4012700093585;LAPICERA PELIKAN JUNIOR TAPA ESTAMP;4;7682,485
010086;;LAPICERA PARKER 90300 VECTOR FP STD;2;5652,177
010087;3501170881255;REPUESTO PARKER ROLLER AZUL MED.;219;1690,000
010088;3501170909584;REPUESTO PARKER BALLPEN AZUL MED.;245;1690,000
010089;3501179503776;TINTA P/LAPICERA PARKER AZUL REAL L;11;3855,830
010090;4005401183662;LAPIZ NEGRO FABER VACA;0;1011,755
010091;7795245910568;LAPICERA PARKER REFLEX;0;7788,612
010092;7795245910650;BOLIG.PARKER REFLEX SS BP;0;6503,090
010093;4005401673514;MARCADOR FABER PERM.PITT PLATA;0;5339,374
010094;9557007394010;FIBRA COLOR FABER ABECEDARIO;0;7394,283
010095;072512007983;MINAS PENTEL 09 HB;59;674,513
010096;4004675041845;BOLIG.SCHNEIDER ROLLER ZIPPI A CART;1;44,130
010097;;LAPICERA SABONIS 413-14 BORD.S.STYL;0;2309,604
010098;;BOLIG.P.MATE ALLEGRO FUCSIA;122;204,329
010099;;PORTAMINA SHEAFER DELTA GRIP;0;1429,549
010100;;PLUMA PARKER VECTOR;-96;69,000
010101;7891360326755;LAPIZ COLOR X12 C.FABER;0;2504,004
010102;;BOLIG.PILOT PRECITION ROLLER V7 NEG;-1;3080,678
010103;;BOLIG.PILOT PRECITION ROLLER V7 AZU;0;3080,678
010104;3474370509024;MINAS PENTEL 09 B;19;674,513
010105;;MINAS PENTEL 07 2H;7;539,610
010106;;MINAS PENTEL 05 3H;26;539,610
010107;7790667000057;CRAYONES X12 JOVI-TOYO PLASTIPINTUR;8;1059,588
010108;8901180200063;CRAYONES X6 FABER;0;1252,002
010109;8901180243121;CRAYONES X12 FABER;82;2251,549
010110;;BOLIG.DOLCHE AZUL;3737;166,206
010111;4006381347952;BOLIG.STABILO ROLLER PASSION;0;2453,299
010112;;PLUMA PARKER 45 (CHICA);-44;28,750
010113;7807210005138;LAPIZ NEGRO BACKYARDIGAN C/GOMA X;-13;123,114
010114;072512092606;PORTAMINA PENTEL 05 TECHNIKA PW45-S;5;2323,279
010115;072512092392;PORTAMINA PENTEL 05 AL25T-V;12;1331,246
010116;;PORTAMINA PENTEL HOT SHOTS;0;1062,290
010117;;PORTAMINA PENTEL 07 FORTE;54;2012,604
010118;;PORTAMINA PENTEL CAPLET;-1;903,110
010119;;PORTAMINA PENTEL 05 TECHNICLIK;29;1327,224
010120;;BOLIG.PILOT PRECITION ROLLER V5 AZU;-9;3080,678
010121;;BOLIG.PILOT PRECITION ROLLER V5 NEG;-1;3080,678
010122;7891360484653;LAPIZ NEGRO FABER ESCOLAR;0;351,902
010123;4004675041876;BOLIG.SCHNEIDER ROLLER ZIPPI A CART;8;44,130
010124;4902506070913;BOLIG.PENTEL BLN77-A ENERGEL 07 NEG;14;1761,946
010125;3474370507044;MINAS PENTEL 07 2B;129;539,610
010126;7794360485982;MARCADOR FABER 57 AL AGUA NEGRO;0;864,595
010127;;MARCADOR MARGI 2000 PERM.2 PUNTAS;-1;266,065
010128;4004675041852;BOLIG.SCHNEIDER ROLLER ZIPPI A CART;12;44,130
010129;;PORTAMINA PARKER;0;19898,675
010130;7891360472728;MINAS FABER CASTELL 07 HB;450;698,625
010131;3154142251343;BOLIG.MAPED RETRACTIL A/N/R;0;427,365
010132;;BOLIG.BIC BU2 GRIP NEGRO;45;566,280
010133;;BOLIG.BIC RETRACTIL BARBIE/W.P;0;966,184
010134;;BOLIG.SIMBALL + LAP.PLAST.CONJ.;-12;1132,590
010135;;BOLIG.SIMBALL + LAP. FUME CONJ.;-11;1132,590
010136;;MICROFIBRA PELIKAN FINELINER;4;390,547
010137;4012700050793;BOLIG.PELIKAN TANGO NEGRO;419;333,500
010138;4012700050779;BOLIG.PELIKAN TANGO AZUL;502;333,500
010139;7891360472742;MINAS FABER CASTELL 07 2B;139;756,664
010140;7798000087581;BOLIG.SIMBALL 4 COLORES MINI;88;503,410
010141;;BOLIG.DOLCHE ROJO;2693;166,206
010142;;BOLIG.DOLCHE NEGRO;6816;166,206
010143;;BOLIG.DOLCHE VERDE;2275;166,206
010144;4902506070920;BOLIG.PENTEL BLN77-B ENERGEL 07 ROJ;0;1761,946
010145;;MARCADOR P/PIZ.BIC;-4;1234,085
010146;;MINAS KIAOTIANE 2MM.HB CAJA X 10;95;2,430
010147;4902505397080;BOLIG.PILOT FRIXION AZUL FINA;100;3080,678
010148;7798000080797;REPUESTO MICRO ROLLER NEGRO;34;851,338
010149;;REPUESTO SABONIS CHICO NEG.C/U;56;406,560
010150;9556091140428;REPUESTO STABILO GEL TIPO PARKER;-2;1189,765
010151;;BOLIG.BIC SHIMERS GRIP #COLORE;0;694,078
010152;3474370507822;MINAS PENTEL 07 HB;185;539,610
010153;3474370505026;MINAS PENTEL 05 B;0;539,610
010154;3474370505606;MINAS PENTEL 05 4B;4;539,610
010155;;MINAS SABONIS CHATAS TUBO X12;4;179,344
010156;3474370505309;MINAS PENTEL 05 3B;9;539,610
010157;7795245680096;BOLIG.P.MATE PERSUASION NEGRO;-1;6491,541
010158;7798000081091;BOLIG.SIMBALL MIRACLE;13;752,540
010159;7792700934558;MARCADOR PELIKAN 711 PERM.RED.NEGRO;115;1092,500
010160;;MARCADOR FABER 54 MARKER;0;938,263
010161;;REPUESTO SABONIS ROLLER AZ.;44;528,528
010162;;MINAS OTA P/COMPAS TUBO X 10;454;474,950
010163;;BOLIG.SIERRA AZUL;-317;33,000
010164;7798000081114;BOLIG.SIMBALL STONE;-12;913,386
010165;;BOLIG.SABONIS 411-5 PL.INSIGNIA;0;1558,758
010166;;BOLIG.SABONIS 512-20 NEG.SAPPHIRE;0;3003,388
010167;;BOLIG.SABONIS 411-6 NEGRO INSIGNIA;0;1558,758
010168;;BOLIG.SABONIS 411-16 AZUL GRIP RET;0;3749,517
010169;;BOLIG.P.MATE BORRAMATE;253;708,706
010170;4004675063069;BOLIG.SCHNEIDER ROLLER EASY A CART.;25;53,580
010171;7798000081411;BOLIG.MICRO VIP YABEBIRI;0;3518,977
010172;4902506070944;BOLIG.PENTEL BLN77-V ENERGEL 07 VIO;0;1761,946
010173;4005401548072;RESALTADOR FABER 48 AMARILLO;197;970,313
010174;7792700701846;CRAYONES X12 PELIKAN COLORELLA;0;422,835
010175;7798159810214;TIZA BLANCA X144 PLAYCOLOR;85;2352,000
010176;7798159810238;TIZA COLOR X144 PLAYCOLOR;50;3934,312
010177;3086123263970;MARCADOR BIC PERM.NEGRO BISELADO;11;1309,007
010178;;BOLIG.BIC 1MM.OPACA VERDE;3968;456,000
010179;;BOLIG.EDDING BP20 RETRACTIL;0;2957,206
010180;;TINTA CHINA ORO/PLATA;-27;1250,000
010181;7807265021862;CRAYONES X6 ART ATTACK GRUESOS;5;216,255
010182;7792700701853;CRAYONES X6 PELIKAN COLORELLA;0;271,597
010183;;TINTA P/SELLOS PAGODA 30CC.NEGRO;-15;768,621
010184;7798000084115;BOLIG.MICRO VIP ANDES;0;3199,323
010185;7790578054187;FIBRA COLOR X10 TRABI BORRABLE;0;2779,561
010186;7891360472735;MINAS FABER CASTELL 07 B;391;756,664
010187;;BOLIG.SABONIS 411-11 R.BEAUTY;0;1847,568
010188;;BOLIG.SABONIS 411-15 NEG.SINGLE;0;2079,025
010189;7807265986284;RESALTADOR ISOFIT AMARILLO;0;220,242
010190;;PORTAMINA ISOFIT NEW 0,5;2;193,955
010191;;MINAS ISOFIT 05 ISOFIT TUBO X 12;-11;55,358
010192;7790578055177;FIBRA COLOR X6 TRABI CAMBIA COLOR;0;1716,789
010193;;TINTA P/MARC.P/PIZ.TRABI 30CC.NEGRO;36;2950,000
010194;7790578051414;FIBRA COLOR X6 TRABI PINCEL;140;1917,806
010195;4012700965356;BOLIG.PELIKAN GRIFFIX ROLLER AZUL;0;7825,314
010196;7807265066535;PORTAMINA ISOFIT 2005-05;168;926,953
010197;;BOLIG.P.MATE FLEXGRIP RETRAC;200;931,177
010198;;BOLIG.FABER 032 TRILUX ROJO;1037;332,932
010199;4012700949516;FIBRA COLOR X10 COLORELLA TWIN;0;2283,864
010200;;MARCADOR PELIKAN PERMANENTE FIN;0;390,547
010201;6941287410011;BOLIG.SABONIS GL504 GEL;45;391,257
010202;7795245104011;LAPIZ COLOR X12 L.P.MATE;-1;868,671
010203;7795245104042;LAPIZ COLOR X24 L.P.MATE;15;1845,925
010204;;MINAS ISOFIT 07 TUBO X12;12;66,112
010205;4902505211348;MINAS PILOT 09 2B X12;-50;1945,691
010206;;BOLIG.BIC VELOCITY AZUL;0;925,957
010207;7754111649827;FIBRA FABER FINEPEN AL AGUA NEGRO;0;1228,669
010208;;MARCADOR TRABI 420 AGUA RED.NEGRO;136;420,000
010209;8000825423901;FIBRA COLOR X12 GIOTTO TURBO BICOLO;0;1139,344
010210;7891360545576;LAPIZ COLOR X24 L.FABER+SAC;0;8311,804
010211;7790578051421;FIBRA COLOR X10 TRABI PINCEL;4;3097,995
010212;7891360303299;LAPIZ COLOR X12 C.GREENCASTLE;0;1284,902
010213;7891360303305;LAPIZ COLOR X12 L.GREENCASTLE;0;1947,557
010214;7796374129975;CRAYONES X12 ALBA KINDER;90;1950,410
010215;;TINTA PERM.TRABI 30CC.NEGRO;72;1595,000
010216;7790578051438;FIBRA COLOR X6 TRABI PINCEL FLUO;25;2016,155
010217;7891360545613;LAPIZ COLOR X48 L.FABER;0;18979,460
010218;7891360326786;LAPIZ COLOR X6 C.FABER;6;1495,584
010219;;LAPIZ COLOR X24 C.FABER;0;5631,414
010220;4012700965370;BOLIG.PELIKAN GRIFFIX ROLLER ROSA;0;7825,314
010221;7794360016711;FIBRA COLOR X6 FABERCITO;40;1644,044
010222;7891360532996;LAPIZ COLOR X6/12 FABER BICOLOR;129;3503,902
010223;;LAPIZ COLOR X12 C.PROARTE;0;121,470
010224;;LAPIZ COLOR X12 L.PROARTE;-2;331,754
010225;7807265017810;LAPIZ PASTEL GRASO PROARTE X12;-60;304,671
010226;8000825460500;FIBRA COLOR X6 GIOTTO BEBE;0;873,355
010227;8000825460609;FIBRA COLOR X12 GIOTTO BEBE;0;1519,024
010228;;FIBRA COLOR X6 PROARTE JUMBO;0;216,255
010229;;FIBRA COLOR X12 PROARTE JUMBO;0;381,538
010230;3154148517214;LAPIZ NEGRO MAPED C/GOMA 2B;-3;259,541
010231;3086126725680;MARCADOR BIC PERMANENTE FINA NEG.;329;1440,000
010232;4006381135924;RESALTADOR STABILO S.COOL AMARILLO;0;865,615
010233;7795245912852;BOLIG.PARKER JOTTER ADDICT AMARILLO;0;6978,344
010234;070330317109;BOLIG.BIC Z4 0,5 AZUL;0;1739,129
010235;;LAPICERA SIMBALL FUENTE TRASLUCIDA;-184;544,225
010236;;TINTA CHINA PELIKAN NEGRA;447;1897,500
010237;;BOLIG.POINTEC PELIKAN;0;215,718
010238;;MARCADOR BIC PERMANENTE ULTRA FINO;33;1309,007
010239;7754111649070;RESALTADOR FABER 49 AMARILLO;0;1231,657
010240;7792700002189;MARCADOR PELIKAN 720 AMARILLO;0;884,507
010241;7792700002202;MARCADOR PELIKAN 720 MARRON;0;884,507
010242;7794360935623;PORTAMINA FABER C/GRIP 0.7;0;6162,943
010243;7794360925006;PORTAMINA FABER C/GRIP 0.5;0;6162,943
010244;7795245882100;BOLIG.PARKER 88210 IM MET.CEPILLADO;0;15995,385
010245;4012700050830;BOLIG.PELIKAN TANGO ROJO;687;333,500
010246;;BOLIG.FABER ROLLER A CARTUCHO;3;2464,304
010247;;BIC 3 EN 1;0;910,067
010248;7792700002196;MARCADOR PELIKAN 720 CELESTE;0;884,507
010249;074040113105;BOLIG.SHEAFFER 9400 VFM PLATA;0;12911,163
010250;7795245882117;BOLIG.PARKER 88211 IM MET.CEPILLADO;0;12116,479
010251;;PORTAMINA FABER SUPERAUTO ICE;0;1848,347
010252;;PORTAMINA PILOT H-805 DR.GRIP METAL;0;12938,849
010253;;LAPIZ FABER SANG/SEPIA/BLANCA;0;1278,524
010254;7795245882124;LAPICERA PARKER 88212 IM MET.GRAFIT;0;13847,624
010255;3154142241344;BOLIG.MAPED F.W.A/N/R;0;427,365
010256;;BOLIG.PARKER ROLLER CHROME;0;7804,274
010257;;BOLIG.SABONIS C/GEL # COLORES;0;172,356
010258;;BOLIG.P.MATE C/GEL ROLL.RET.;-2;477,451
010259;;BOLIG.G.OFF.ROLLER GRIP L5;-289;7,260
010260;7792700002219;MARCADOR PELIKAN 720 NARANJA;0;884,507
010261;7792700002226;MARCADOR PELIKAN 720 ROSA;0;884,507
010262;7792700002233;MARCADOR PELIKAN 720 LILA;-1;884,507
010263;4004764845811;ESTILOG.005 EDDING;108;1788,000
010264;;FIBRA SHARPIE PERM.FINA;-1006;680,000
010265;7754111657013;MARCADOR FABER OHP-421-S PERM.ROJO;0;2054,018
010266;;BOLIG.SABONIS 311-11A AZUL CLASSIC;0;2722,149
010267;;BOLIG.SABONIS 311-11N NEG.CLASSIC;0;2722,149
010268;;BOLIG.SABONIS 411-16 PLATA GRIP RET;0;3749,517
010269;;BOLIG.SABONIS 411-14 AZUL STYLE;0;2136,960
010270;;LAPICERA SABONIS 413-14 AZUL S.STYL;0;2309,604
010271;;PORTAMINA SABONIS P205 05 MM;7;172,356
010272;;PORTAMINA SABONIS P202 0.7 MM;4;172,356
010273;6937733660321;PORTAMINA SABONIS P6032 05;5;291,139
010274;;PORTAMINA SABONIS P204 05;0;115,000
010275;;MARCADOR TRABI 410 PERM.BIS.NEGRO;84;490,000
010276;;RESALTADOR TRABI MINI;-1;654,015
010277;4006381433204;MICROFIBRA STABILO 88 X8+2 GRATIS;56;6075,000
010278;7790578051513;FIBRA COLOR X10 TRABI JUNIOR;121;1370,000
010279;7796568104627;MARCADOR P/PIZ.NEGRO EDDING 360;499;1908,000
010280;7796568104023;TINTA P/MARC.P/PIZ.EDDING 30 NEGRO;0;6430,655
010281;7795245882131;BOLIG.PARKER 88213 IM METAL GRAFITO;0;17385,410
010282;;BOLIG.BIC TRIUNPH 05 537R NEGRA;2;1599,381
010283;3501179503783;TINTA P/LAPICERA PARKER AZUL NEGRO;9;3855,830
010284;;MARCADOR EDDING 183;0;939,435
010285;7796568960971;MARCADOR EDDING 130 PERM.AZUL;307;1188,000
010286;7796568104832;MARCADOR EDDING 404 PERM.NEGRO;137;1528,934
010287;;FIBRA EDDING 39 EXTRA FINO;36;454,955
010289;7796568106379;MARCADOR EDDING 8400 P/CD NEGRO;77;3412,161
010290;070330410275;LAPIZ COLOR X12 L.BIC W.POOH;0;3105,087
010291;7795245882148;BOLIG.PARKER 88214 IM METAL GRAFITO;1;17374,653
010292;;BOLIG.SABONIS 612-15 A;0;1790,213
010293;4005401125136;LAPIZ NEGRO FABER GOLD 3H;259;938,263
010294;;RESALTADOR TRABI 425;0;437,249
010295;7798000085372;RESALTADOR MINIFRUTIFLU X6;0;912,179
010296;7798000085341;RESALTADOR MINIFRUTIFLU GLIT.X6;0;1025,864
010297;7795245882155;BOLIG.PARKER 88215 IM CROMO BRILLAN;0;12116,479
010298;;BOLIG.BIC PRO RETRAC.NEGRA;0;1352,656
010299;;BOLIG.PELIKAN GEL ORO/PLATA;24;689,555
010300;4004764841547;RESALTADOR EDDING 345 AMARILLO;146;1020,000
010301;7796568960995;MARCADOR P/PIZ.NEGRO EDDING 160;416;1188,000
010302;7798117429182;PORTAMINA BOCA;0;3,150
010303;;REPUESTO P.MATE FLEXGRIP C/U;465;607,341
010304;3154142261342;BOLIG.MAPED F.W.A/N/R GEL 07;0;427,365
010305;4902505276736;BOLIG.PILOT REXGRIP 1.6 AZUL;6;1621,410
010306;4902505276613;BOLIG.PILOT REXGRIP 05 AZUL;-8;1621,410
010307;4902505375972;BOLIG.PILOT ACROBALL 25 RETRAC.ROJO;2;2432,115
010308;4902505377846;PORTAMINA PILOT H-125-BG PROGREX RO;1;1588,981
010309;;BOLIG.PILOT HI-TEC 05 VERDE;10;3080,678
010310;4012700965325;BOLIG.PELIKAN GRIFFIX P/ZURD.VERDE;0;8697,604
010311;;RESALTADOR LAPIZ ISOFIT;0;193,955
010312;7891360567165;LAPIZ COLOR X12 L.FABER METALICOS;28;10016,341
010314;7795245921151;BOLIG.PARKER VECTOR ADDICT VER/ROJ.;0;6923,302
010315;7793198128221;RESALTADOR PIZZINI DOBLE COLOR 1282;-1;835,805
010316;6920352415267;LAPIZ NEGRO PRINCESAS C/PLUMAS;9;12,972
010317;;FIBRA COLOR X6 COLORELLA JOY;0;422,937
010318;4012700973177;FIBRA COLOR X10 COLORELLA DUO;0;2537,626
010319;;BOLIG.C/ LUZ Y PILAS;-10;6,310
010320;4006381316132;MICROFIBRA STABILO 88 X6;6;4562,500
010321;;BOLIG.STABILO TROPIKANA 338;0;444,682
010322;7795245106015;LAPIZ NEGRO P.MATE HEXAGONAL;-1759;82,260
010323;7798000080711;BOLIG.SIMBALL GEL X10 C/BRILLO;67;4843,063
010324;;LAPICERA FABER FUENTE ESCOLAR;5;4671,866
010325;;BOLIG.BIC VELOCITY ROLLER RETRAC.;0;925,957
010326;;LAPIZ COLOR X12 L.COLORIFIC;0;2233,112
010327;;BOLIG.P.MATE ALLEGRO TURQUESA;389;204,329
010328;4006381146487;LAPIZ COLOR X12 L.STABILO AQUACOLOR;1;7645,018
010329;;LAPIZ COLOR X24 L.STABILO ACUARELAB;0;11155,001
010330;;LAPIZ COLOR X36 L.STABILO ACUARELAB;0;16731,685
010331;;LAPIZ COLOR X12 L.STABILO METALIZAD;0;4089,786
010332;;BOLIG.SABONIS 512-20 PLATA SAPPHIRE;0;2656,643
010333;;BOLIG.SABONIS 711-1 PL.SUNNY;0;2079,025
010334;;BOLIG.SABONIS 511-20 NEG.SAPPHIRE;0;2656,643
010335;;LAPICERA SABONIS 613-15 A;0;2079,025
010336;;LAPICERA SABONIS 613-16 A;0;3464,845
010337;7792700008327;LAPICERA PELIKAN BLISTER+BORRATINTA;0;2697,911
010338;;PORTAMINA ISOFIT 1005-05;0;220,242
010339;;PORTAMINA ISOFIT TIANGULAR 3005-05;0;193,955
010340;;RESALTADOR MINIFRUTIFLU C/U.;-3;189,872
010341;4005401190080;LAPIZ NEGRO FABER 9000 8B;28;2079,421
010342;7795245900033;LAPICERA PARKER VECTOR 90003 SS FP;0;8167,543
010343;;LAPIZ COLOR X6 L.FABER BIC.ACUAR.;0;5119,463
010344;;LAPIZ COLOR X12/24 FABER BICOL.ACUA;0;7781,579
010345;;PORTAMINA FABER AUTO ICE 1338;0;1642,680
010346;;RESALTADOR SABONIS TINTA LIQ.COMB.;0;416,329
010347;3086126632964;RESALTADOR BIC BRITE LINER TEXT V;-1;508,153
010348;;BOLIG.P.MATE COMFORT RT;0;771,110
010349;;PORTAMINA FABER ECO TRING.;0;1228,669
010350;;PORTAMINA FABER POLY 05;0;1848,347
010351;;FIBRA SHARPIE PERM.U.F.;1147;680,000
010352;;REPUESTO P.MATE LUBRIGLIDEC/U;-25;547,018
010353;;BOLIG.P.MATE 1.2 AZUL/ROJO/NEGRO;-4;129,886
010354;6925411420060;PORTAMINA SABONIS P206 1.3MM+MINA;0;577,328
010355;;BOLIG.SABONIS 612-10 N;0;3349,555
010356;;BOLIG.SABONIS 613-19 FOUNTAIN GRACE;0;3061,036
010357;;MARCADOR ISOFIT PERMANENTE P/FINA;0;275,996
010358;7795245912845;BOLIG.PARKER JOTTER ADDICT VERDE;0;6978,344
010359;;PORTAMINA STABILO 3735/37;1;818,041
010360;9556091127337;BOLIG.STABILO MARATHON AZUL;7;444,682
010361;;BOLIG.STABILO LINER 308MT FLUO;0;444,682
010362;9556091131136;BOLIG.STABILO ROLLER 218;0;444,682
010363;4006381191739;BOLIG.STABILO P/ZURDO M.EASY;0;6711,704
010364;7798000080780;REPUESTO MICRO ROLLER AZUL;-51;851,338
010365;6923655520089;BOLIG.SABONIS RET.FB-2068;0;288,227
010366;;BOLIG.SABONIS 613-11 FOUNTAIN ICE;0;2541,351
010367;;LAPICERA SABONIS 413-14 PLATA S.STY;0;2309,604
010368;;PORTAMINA PENTEL 05 A62-D C/GRIP;0;903,110
010369;;PORTAMINA PENTEL 05 P205-A;0;1254,402
010370;4902506070951;BOLIG.PENTEL BL77-A ENERGEL 07 NEGR;8;2129,034
010371;072512092545;PORTAMINA PENTEL 05 TECHNIKA PW45-A;2;1460,421
010372;074040955583;BOLIG.SHEAFFER 321-2 SENTINEL AZUL;0;11111,948
010373;4902506063618;PORTAMINA PENTEL 07 TECNICO PG517-C;0;2409,637
010374;7798000085334;BOLIG.SIMBALL GEL X6 MINI BLISTER;48;2508,636
010375;;BOLIG.MINI X5 FLUO C/LLAVERO;-2;4,990
010376;7790667000064;CRAYONES X6 JOVI CORTOS;32;396,624
010377;;BOLIG.PILOT HI-TEC 05 ROJO;13;3080,678
010378;074040926149;BOLIG.SHEAFFER 126-2 JAVELIN MET.;0;7406,992
010379;4902505308031;MARCADOR PILOT 2 PUNTAS PERMANENTE;0;201,567
010380;;BOLIG.BIC REACTION RETRAC.AZUL;31;1642,511
010381;;BOLIG.BIC VELOCITY NEGRA;0;925,957
010382;3154142284327;BOLIG.MAPED ROLLER ROJO;0;682,565
010383;;REPUESTO ROLLER TIPO PARKER;0;7,890
010384;;PORTAMINA SHEFFER DELTA 150-3;0;2106,625
010385;;BOLIG.SABONIS 511-20 PELTR.SAPPHIRE;0;2656,643
010386;074040113129;BOLIG.SHEAFFER 9401 VFM AZUL NEON;0;12911,163
010387;7798000089974;FIBRA COLOR X6 SIMBALL;0;296,906
010388;7798000089981;FIBRA COLOR X10 SIMBALL;0;456,543
010389;074040926026;LAPICERA SHEAFFER JAVELIN MET.124-0;0;23282,806
010390;;BOLIG.SABONIS 611-10 B.POIN SK;0;5958,057
010391;;BOLIG.SABONIS 611-11 B.POIN ICE;0;5958,057
